Export commodity(Tons),commodity_name,Billionaires per Million people,Billionaire_Name,RichestNetworld(Bn),CrimeIndex,SafetyIndex,Spend on Education %,education.spend per student,Gini coefficient(World_bank)%,Gini coefficient(CIA)%,Area(km),Density,Population_Change%,Global_pop%,Population.Rank,GlobalPeaceIndex(GPI)2024(1-5),Safety_index,GDP.Rank,GDP(IMF'24),GDP(UN'22),GDP PER CAPITAL,Population,Country,Year
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2021
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
701K,Refined sugar,0.431,Pavel Durov,$15.50,15.6,84.4,0.039,,26.40%,26%,83.6K,160,0.0289,0.14%,86,1.897,79,30,$527.80 Bn,$507.06 Bn,"$46,518",11346000,United Arab Emirates,2018
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2023
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2023
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2023
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2023
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2023
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2023
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2023
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2023
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
171.7K,Refined sugar,,,,47.8,52.2,0.046,,36.80%,36.80%,2K,625,0.0023,0.02%,158,1.577,80,133,$16.36 Bn,$12.90 Bn,"$12,899",1268280,Mauritius,2017
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
681.7K,Cake of soya beans,,,,24.2,75.8,0.054,"$10,000",24.30%,24.30%,20.3K,105,0.0008,0.03%,149,1.395,87,85,$72.10 Bn,$59.98 Bn,"$34,057",2117070,Slovenia,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2022
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2022
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2022
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2022
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2022
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2022
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2022
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
320.5K,"Cotton lint, ginned",,,,,,0.034,,34.40%,34.40%,112.6K,131,0.0243,0.19%,76,2.306,45,123,$21.37 Bn,$17.40 Bn,"$1,443",14814500,Benin,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
4.1M,Wheat,0.31,Georgi Domuschiev,$2.10,37.1,62.9,0.047,,39%,39%,110.9K,62,0.0064,0.08%,110,1.629,80,67,$107.93 Bn,$90.21 Bn,"$16,074",6714560,Bulgaria,2021
23.8K,Potatoes,,,,,,0.058,,28.50%,28.50%,38.4K,21,0.0065,0.01%,166,1.564,70,161,$3.11 Bn,$2.90 Bn,"$3,904",796682,Bhutan,2023
23.8K,Potatoes,,,,,,0.058,,28.50%,28.50%,38.4K,21,0.0065,0.01%,166,1.564,70,161,$3.11 Bn,$2.90 Bn,"$3,904",796682,Bhutan,2022
23.8K,Potatoes,,,,,,0.058,,28.50%,28.50%,38.4K,21,0.0065,0.01%,166,1.564,70,161,$3.11 Bn,$2.90 Bn,"$3,904",796682,Bhutan,2022
23.8K,Potatoes,,,,,,0.058,,28.50%,28.50%,38.4K,21,0.0065,0.01%,166,1.564,70,161,$3.11 Bn,$2.90 Bn,"$3,904",796682,Bhutan,2023
23.8K,Potatoes,,,,,,0.058,,28.50%,28.50%,38.4K,21,0.0065,0.01%,166,1.564,70,161,$3.11 Bn,$2.90 Bn,"$3,904",796682,Bhutan,2022
